Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Xili Cui	First	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Key Laboratory of Biomass Chemical Engineering of Ministry of Education; College of Chemical and Biological Engineering; Zhejiang University; Hangzhou 310027; China.
Kaijie Chen	2	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Department of Chemical and Environmental Sciences; University of Limerick; Limerick; Republic of Ireland.
Huabin Xing	3	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Key Laboratory of Biomass Chemical Engineering of Ministry of Education; College of Chemical and Biological Engineering; Zhejiang University; Hangzhou 310027; China.
Qiwei Yang	4	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Key Laboratory of Biomass Chemical Engineering of Ministry of Education; College of Chemical and Biological Engineering; Zhejiang University; Hangzhou 310027; China.
Rajamani Krishna	5	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Van't Hoff Institute for Molecular Sciences; University of Amsterdam; Science Park 904; 1098 XH Amsterdam; Netherlands.
Zongbi Bao	6	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Key Laboratory of Biomass Chemical Engineering of Ministry of Education; College of Chemical and Biological Engineering; Zhejiang University; Hangzhou 310027; China.
Hui Wu	7	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Center for Neutron Research; National Institute of Standards and Technology; Gaithersburg; MD 20899-6102; USA.
Wei Zhou	8	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Center for Neutron Research; National Institute of Standards and Technology; Gaithersburg; MD 20899-6102; USA.
Xinglong Dong	9	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Advanced Membranes and Porous Materials Center; Physical Sciences and Engineering Division; King Abdullah University of Science and Technology; Thuwal 23955-6900; Saudi Arabia.
Yu Han	10	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Advanced Membranes and Porous Materials Center; Physical Sciences and Engineering Division; King Abdullah University of Science and Technology; Thuwal 23955-6900; Saudi Arabia.
Bin Li	11	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Department of Chemistry; University of Texas-San Antonio; One UTSA Circle; San Antonio; TX 78249-0698; USA.
Qilong Ren	12	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Key Laboratory of Biomass Chemical Engineering of Ministry of Education; College of Chemical and Biological Engineering; Zhejiang University; Hangzhou 310027; China.
Michael J Zaworotko	13	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Department of Chemical and Environmental Sciences; University of Limerick; Limerick; Republic of Ireland.
Banglin Chen	Corresponding	Journal Article	27198674	Science	2016	Pore chemistry and size control in hybrid porous materials for acetylene capture from ethylene.	Department of Chemistry; University of Texas-San Antonio; One UTSA Circle; San Antonio; TX 78249-0698; USA.
Pengxin Liu	First	Journal Article	27174982	Science	2016	Photochemical route for synthesizing atomically dispersed palladium catalysts.	State Key Laboratory for Physical Chemistry of Solid Surfaces; Collaborative Innovation Center of Chemistry for Energy Materials; Engineering Research Center for Nano-Preparation Technology of Fujian Province; National Engineering Laboratory for Green Chemical Productions of Alcohols; Ethers; and Esters; and Department of Chemistry; College of Chemistry and Chemical Engineering; Xiamen University; Xiamen 361005; China.
Yun Zhao	2	Journal Article	27174982	Science	2016	Photochemical route for synthesizing atomically dispersed palladium catalysts.	State Key Laboratory for Physical Chemistry of Solid Surfaces; Collaborative Innovation Center of Chemistry for Energy Materials; Engineering Research Center for Nano-Preparation Technology of Fujian Province; National Engineering Laboratory for Green Chemical Productions of Alcohols; Ethers; and Esters; and Department of Chemistry; College of Chemistry and Chemical Engineering; Xiamen University; Xiamen 361005; China.
Ruixuan Qin	3	Journal Article	27174982	Science	2016	Photochemical route for synthesizing atomically dispersed palladium catalysts.	State Key Laboratory for Physical Chemistry of Solid Surfaces; Collaborative Innovation Center of Chemistry for Energy Materials; Engineering Research Center for Nano-Preparation Technology of Fujian Province; National Engineering Laboratory for Green Chemical Productions of Alcohols; Ethers; and Esters; and Department of Chemistry; College of Chemistry and Chemical Engineering; Xiamen University; Xiamen 361005; China.
Shiguang Mo	4	Journal Article	27174982	Science	2016	Photochemical route for synthesizing atomically dispersed palladium catalysts.	State Key Laboratory for Physical Chemistry of Solid Surfaces; Collaborative Innovation Center of Chemistry for Energy Materials; Engineering Research Center for Nano-Preparation Technology of Fujian Province; National Engineering Laboratory for Green Chemical Productions of Alcohols; Ethers; and Esters; and Department of Chemistry; College of Chemistry and Chemical Engineering; Xiamen University; Xiamen 361005; China.
Guangxu Chen	5	Journal Article	27174982	Science	2016	Photochemical route for synthesizing atomically dispersed palladium catalysts.	State Key Laboratory for Physical Chemistry of Solid Surfaces; Collaborative Innovation Center of Chemistry for Energy Materials; Engineering Research Center for Nano-Preparation Technology of Fujian Province; National Engineering Laboratory for Green Chemical Productions of Alcohols; Ethers; and Esters; and Department of Chemistry; College of Chemistry and Chemical Engineering; Xiamen University; Xiamen 361005; China.
