Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Louisa M Liberman	First	Journal Article	27058660	Cell	2016	A Friend in Need (of Nutrients) Is aâ¦.	Department of Biology; Duke University; Durham; NC 27708; USA.
Philip N Benfey	Corresponding	Journal Article	27058660	Cell	2016	A Friend in Need (of Nutrients) Is aâ¦.	Department of Biology; Duke University; Durham; NC 27708; USA; Howard Hughes Medical Institute; Duke University; Durham; NC 27708; USA. Electronic address: philip.benfey@duke.edu.
Junsu Kang	First	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Jianxin Hu	2	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Cardiovascular Research Institute; University of California; San Francisco; San Francisco; California 94143; USA.
Ravi Karra	3	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Medicine; Duke University Medical Center; Durham; North Carolina 27710; USA.
Amy L Dickson	4	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Valerie A Tornini	5	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Gregory Nachtrab	6	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Matthew Gemberling	7	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Joseph A Goldman	8	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Brian L Black	9	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Cardiovascular Research Institute; University of California; San Francisco; San Francisco; California 94143; USA.
Kenneth D Poss	Corresponding	Journal Article	27049946	Nature	2016	Modulation of tissue repair by regeneration enhancer elements.	Department of Cell Biology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Marc G Caron	First	Journal Article	27049942	Nature	2016	Structural biology: Antidepressants at work.	Departments of Cell Biology; Medicine and Neurobiology; Duke University Medical Center; Durham; North Carolina 27710; USA.
Ulrik Gether	Corresponding	Journal Article	27049942	Nature	2016	Structural biology: Antidepressants at work.	Department of Neuroscience and Pharmacology; Panum Institute; University of Copenhagen; 2200 Copenhagen; Denmark.
Christina C Hicks	First	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Center for Ocean Solutions; Stanford University; CA; USA. Australian Research Council Centre of Excellence for Coral Reef Studies; James Cook University; Australia. Lancaster Environment Centre; Lancaster University; UK. christina.hicks@lancaster.ac.uk.
Arielle Levine	2	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Geography; San Diego State University; CA; USA.
Arun Agrawal	3	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	School of Natural Resources and the Environment; University of Michigan; USA.
Xavier Basurto	4	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Nicholas School of the Environment; Duke University; NC; USA.
Sara J Breslow	5	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Northwest Fisheries Science Center; NOAA; WA; USA.
Courtney Carothers	6	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	School of Fisheries and Ocean Sciences; University of Alaska Fairbanks; USA.
Susan Charnley	7	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	U.S. Department of Agriculture; Forest Service; USA.
Sarah Coulthard	8	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Northumbria University; UK.
Nives Dolsak	9	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	School of Marine and Environmental Affairs; University of Washington; USA.
Jamie Donatuto	10	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Swinomish Indian Tribal Community; WA; USA.
Carlos Garcia-Quijano	11	Journal Article	27034361	Science	2016	SOCIAL SCIENCE AND SUSTAINABILITY. Engage key social concepts for sustainability.	Anthropology and Marine Affairs; University of Rhode Island; USA.
