Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Ivo R Peters	First	Journal Article	27042934	Nature	2016	Direct observation of dynamic shear jamming in dense suspensions.	James Franck Institute; The University of Chicago; Chicago; Illinois 60637; USA.
Sayantan Majumdar	2	Journal Article	27042934	Nature	2016	Direct observation of dynamic shear jamming in dense suspensions.	James Franck Institute; The University of Chicago; Chicago; Illinois 60637; USA.
Heinrich M Jaeger	Corresponding	Journal Article	27042934	Nature	2016	Direct observation of dynamic shear jamming in dense suspensions.	James Franck Institute; The University of Chicago; Chicago; Illinois 60637; USA.
Zinan Zhou	First	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Department of Medicine and Cardiovascular Institute; University of Pennsylvania; 3400 Civic Center Blvd; Philadelphia; Pennsylvania 19104; USA.
Alan T Tang	2	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Department of Medicine and Cardiovascular Institute; University of Pennsylvania; 3400 Civic Center Blvd; Philadelphia; Pennsylvania 19104; USA.
Weng-Yew Wong	3	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Laboratory of Cardiovascular Signaling; Centenary Institute; Sydney; New South Wales 2050; Australia.
Sharika Bamezai	4	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Department of Medicine and Cardiovascular Institute; University of Pennsylvania; 3400 Civic Center Blvd; Philadelphia; Pennsylvania 19104; USA.
Lauren M Goddard	5	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Department of Medicine and Cardiovascular Institute; University of Pennsylvania; 3400 Civic Center Blvd; Philadelphia; Pennsylvania 19104; USA.
Robert Shenkar	6	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Neurovascular Surgery Program; Section of Neurosurgery; Department of Surgery; The University of Chicago Medicine and Biological Sciences; Chicago; Illinois 60637; USA.
Su Zhou	7	Journal Article	27027284	Nature	2016	Cerebral cavernous malformations arise from endothelial gain of MEKK3-KLF2/4 signalling.	Department of Medicine and Cardiovascular Institute; University of Pennsylvania; 3400 Civic Center Blvd; Philadelphia; Pennsylvania 19104; USA.
