Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
David Pacheco-Villalobos	First	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Sara M DÃ­az-Moreno	2	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	Royal Institute of Biotechnology (KTH) CITY: Stockholm Sweden [SE].
Alja van der Schuren	3	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Takayuki Tamaki	4	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Yeon Hee Kang	5	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausane Biophore building; DBMV CITY: Lausanne POSTAL_CODE: CH-1015 Switzerland [CH].
Bojan Gujas	6	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Ondrej Novak	7	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	Institute of Experimental Botany AS CR & Faculty of Science of PalackÃ½ University CITY: Olomouc POSTAL_CODE: CZ-78371 Czech Republic [CZ].
Nina Jaspert	8	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Tuebingen CITY: Tuebingen Germany [DE].
Zhenni Li	9	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	COS Heidelberg CITY: Heidelberg STATE: GE Germany [DE].
Sebastian Wolf	10	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	COS Heidelberg CITY: Heidelberg STATE: GE POSTAL_CODE: 69120 Germany [DE].
Claudia Oecking	11	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Tuebingen na CITY: Tuebingen POSTAL_CODE: na Germany [DE].
Karin Ljung	12	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	SLU (Swedish University of Agricultural Sciences) 901 83 Umeï¿½ CITY: _ POSTAL_CODE: _ Sweden [SE].
Vincent Bulone	13	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	Royal Institute of Biotechnology (KTH) KTH-Biotechnology; AlbaNova University Centre CITY: Stockholm POSTAL_CODE: SE-106 91 Sweden [SE].
Christian S Hardtke	Corresponding	Journal Article	27169463	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne POSTAL_CODE: CH-1015 Switzerland [CH] christian.hardtke@unil.ch.
David Pacheco-Villalobos	First	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Sara M DÃ­az-Moreno	2	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	Royal Institute of Biotechnology (KTH) CITY: Stockholm Sweden [SE].
Alja van der Schuren	3	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Takayuki Tamaki	4	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Yeon Hee Kang	5	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausane Biophore building; DBMV CITY: Lausanne POSTAL_CODE: CH-1015 Switzerland [CH].
Bojan Gujas	6	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Lausanne CITY: Lausanne Switzerland [CH].
Ondrej Novak	7	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	Institute of Experimental Botany AS CR & Faculty of Science of PalackÃ½ University CITY: Olomouc POSTAL_CODE: CZ-78371 Czech Republic [CZ].
Nina Jaspert	8	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	University of Tuebingen CITY: Tuebingen Germany [DE].
Zhenni Li	9	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	COS Heidelberg CITY: Heidelberg STATE: GE Germany [DE].
Sebastian Wolf	10	Journal Article	27152020	Plant Cell	2016	The Effects of High Steady State Auxin Levels on Root Cell Elongation in Brachypodium.	COS Heidelberg Im Neuenheimer Feld 360 CITY: Heidelberg STATE: GE POSTAL_CODE: 69120 Germany [DE].
