Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
J C Dunlap	Corresponding	Review	9988221	Cell	1999	Molecular bases for circadian clocks.	Department of Biochemistry; Dartmouth Medical School; Hanover; New Hampshire 03755; USA.
F I RodrÃ­guez	First	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
J J Esch	2	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
A E Hall	3	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
B M Binder	4	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
G E Schaller	5	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
A B Bleecker	Corresponding	Journal Article	9974395	Science	1999	A copper cofactor for the ethylene receptor ETR1 from Arabidopsis.	Department of Botany; 430 Lincoln Drive; University of Wisconsin; Madison; WI 53706; USA.
D Shintani	First	Journal Article	9851934	Science	1998	Elevating the vitamin E content of plants through metabolic engineering.	Department of Biochemistry; Mail Stop 200; University of Nevada; Reno; NV 89557; USA.
D DellaPenna	Corresponding	Journal Article	9851934	Science	1998	Elevating the vitamin E content of plants through metabolic engineering.	Department of Biochemistry; Mail Stop 200; University of Nevada; Reno; NV 89557; USA.
R Haselkorn	Corresponding	Journal Article	9841437	Science	1998	How cyanobacteria count to 10.	Department of Molecular Genetics and Cell Biology; University of Chicago; Chicago; IL 60637; USA. r-haselkorn@uchicago.edu
